DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240112823,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,1900,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,34.048,-118.2577
240119496,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,0600,01,Central,0192,2,888,TRESPASSING,0910,0,M,O,933,MTA - BLUE LINE - GRAND/LATTC,,,IC,Invest Cont,888,,,,300 W  WASHINGTON                   BL,,34.0338,-118.2706
240105498,01/22/2024 12:00:00 AM,01/05/2024 12:00:00 AM,0900,01,Central,0156,2,940,EXTORTION,1218 1822 0337,47,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,940,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
240111390,05/13/2024 12:00:00 AM,05/12/2024 12:00:00 AM,0300,01,Central,0161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,800    FRANCISCO                    ST,,34.0473,-118.2641
240117685,08/28/2024 12:00:00 AM,08/21/2024 12:00:00 AM,1000,01,Central,0174,1,330,BURGLARY FROM VEHICLE,0344 1609 0329 1307,43,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  LOS ANGELES                  ST,,34.0426,-118.2528
240111650,05/21/2024 12:00:00 AM,05/20/2024 12:00:00 AM,2310,01,Central,0132,2,888,TRESPASSING,0910 2052,0,X,X,809,METROLINK TRAIN,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240109951,04/05/2024 12:00:00 AM,04/04/2024 12:00:00 AM,1940,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240107180,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,74,F,C,116,OTHER/OUTSIDE,,,IC,Invest Cont,740,,,,800 N  BUNKER HILL                  AV,,34.0637,-118.244
240106767,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,0840,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 N  BROADWAY,,34.058,-118.241
240107675,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,0050,01,Central,0139,1,220,ATTEMPTED ROBBERY,0400 1281 1822,34,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,220,,,,4TH                          ST,MERRICK                      ST,34.0432,-118.2344
240107654,02/21/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1030,01,Central,0124,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,48,F,B,710,OTHER PREMISE,511,VERBAL THREAT,AO,Adult Other,930,,,,200 N  MAIN                         ST,,34.0532,-118.2425
240114607,07/14/2024 12:00:00 AM,07/14/2024 12:00:00 AM,1453,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240106800,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1905,01,Central,0152,1,350,"THEFT, PERSON",1251 0346 1822 0910 0344 0448 2052 2050,22,F,A,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,350,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240118796,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,1510,01,Central,0129,2,888,TRESPASSING,0910 1501,0,X,X,965,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,888,,,,200 N  ALAMEDA                      ST,,34.0497,-118.2381
240105639,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1440,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,21,M,W,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240113542,06/27/2024 12:00:00 AM,06/27/2024 12:00:00 AM,0600,01,Central,0119,2,888,TRESPASSING,0910 2004,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240107139,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,2345,01,Central,0132,2,888,TRESPASSING,1501 0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240115598,07/28/2024 12:00:00 AM,07/28/2024 12:00:00 AM,0620,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240112281,06/03/2024 12:00:00 AM,05/31/2024 12:00:00 AM,1600,01,Central,0162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,22,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
240118701,09/19/2024 12:00:00 AM,09/19/2024 12:00:00 AM,0700,01,Central,0118,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,331,,,,200    SOTELLO                      ST,,34.0668,-118.2301
240121715,11/26/2024 12:00:00 AM,11/24/2024 12:00:00 AM,2345,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1307 0329 0344,35,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
240114077,07/05/2024 12:00:00 AM,07/04/2024 12:00:00 AM,0720,01,Central,0152,2,888,TRESPASSING,0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240107863,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1940,01,Central,0195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1822 0400,52,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,18TH,WASHINGTON,34.0335,-118.2619
240112254,06/03/2024 12:00:00 AM,06/03/2024 12:00:00 AM,0825,01,Central,0132,2,888,TRESPASSING,0910 2004,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240109513,03/25/2024 12:00:00 AM,03/24/2024 12:00:00 AM,0700,01,Central,0165,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,H,512,FOSTER HOME BOYS OR GIRLS*,,,IC,Invest Cont,440,,,,600    MAPLE                        AV,,34.0439,-118.2479
240112434,06/05/2024 12:00:00 AM,06/05/2024 12:00:00 AM,1546,01,Central,0192,1,330,BURGLARY FROM VEHICLE,0344 1307,63,M,B,701,HOSPITAL,,,IC,Invest Cont,330,,,,1400 S  GRAND                        AV,,34.0372,-118.2654
240116320,08/07/2024 12:00:00 AM,08/06/2024 12:00:00 AM,2135,01,Central,0142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,40,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,300 S  OLIVE                        ST,,34.0519,-118.2506
240107642,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,0830,01,Central,0182,2,354,THEFT OF IDENTITY,0928,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  HILL                         ST,,34.042,-118.2625
240105690,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1000,01,Central,0138,1,210,ROBBERY,1218 0305 0444 0429 0344 1822 2004,55,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3RD                          ST,SAN PEDRO,34.0473,-118.2425
240107477,02/19/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1630,01,Central,0159,1,510,VEHICLE - STOLEN,,0,,,118,CONSTRUCTION SITE,,,IC,Invest Cont,510,,,,600    MATEO                        ST,,34.0383,-118.2327
240120197,10/21/2024 12:00:00 AM,10/20/2024 12:00:00 AM,0400,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,31,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  HOPE                         ST,,34.048,-118.2577
240104528,01/08/2024 12:00:00 AM,01/05/2024 12:00:00 AM,1530,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0358 1302 1300 1609 1307 0344 0329 0321,29,F,J,108,PARKING LOT,,,IC,Invest Cont,330,,,,9TH,HILL,34.0433,-118.2577
240109116,03/17/2024 12:00:00 AM,03/16/2024 12:00:00 AM,0100,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240119505,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,1606,01,Central,0124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,P,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1ST,MAIN,34.0522,-118.2434
240105978,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,1300,01,Central,0128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,21,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 S  LOS ANGELES                  ST,,34.0515,-118.2424
240122766,12/01/2024 12:00:00 AM,12/01/2024 12:00:00 AM,1256,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,N  MAIN                         ST,REPUBLIC                     ST,34.0562,-118.2397
240117811,09/01/2024 12:00:00 AM,08/01/2024 12:00:00 AM,0820,01,Central,0174,2,354,THEFT OF IDENTITY,0377 0930 0928 1822,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  SPRING                       ST,,34.0445,-118.2523
240121323,11/18/2024 12:00:00 AM,11/17/2024 12:00:00 AM,2000,01,Central,0139,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307,36,M,O,101,STREET,,,IC,Invest Cont,330,,,,100 S  VIGNES                       ST,,34.0484,-118.2339
240104865,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1200,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,1218 1822 0416,61,F,B,504,OTHER RESIDENCE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
240100610,03/12/2024 12:00:00 AM,03/12/2024 12:00:00 AM,1645,01,Central,0127,1,648,ARSON,1501 2004,0,X,X,738,LIBRARY,506,FIRE,AA,Adult Arrest,648,998,,,5TH,HILL,34.0527,-118.2398
240121744,11/27/2024 12:00:00 AM,11/27/2024 12:00:00 AM,1330,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 S  HILL                         ST,,34.042,-118.2625
240108396,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1055,01,Central,0118,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 0386 1307,46,F,C,101,STREET,,,IC,Invest Cont,330,,,,W  ANN                          ST,N  SPRING                       ST,34.0661,-118.2328
240115740,07/30/2024 12:00:00 AM,07/30/2024 12:00:00 AM,1440,01,Central,0157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,44,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
240113785,06/30/2024 12:00:00 AM,06/28/2024 12:00:00 AM,1230,01,Central,0101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,1000    ALPINE                       ST,,34.0649,-118.2465
240107078,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,0017,01,Central,0133,2,624,BATTERY - SIMPLE ASSAULT,0417 0444 0429,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2ND                          ST,LOS ANGELES,34.0517,-118.2474
240120708,10/28/2024 12:00:00 AM,10/19/2024 12:00:00 AM,0100,01,Central,0192,1,352,PICKPOCKET,0344,22,F,F,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,352,,,,1800 S  OLIVE                        ST,,34.0337,-118.2665
240116596,08/12/2024 12:00:00 AM,08/07/2024 12:00:00 AM,1805,01,Central,0185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 0344,42,M,H,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,341,,,,100 E  9TH                          ST,,34.0416,-118.255
240121154,11/14/2024 12:00:00 AM,11/01/2024 12:00:00 AM,1000,01,Central,0138,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2ND                          ST,CENTRAL,34.0477,-118.2394
240115671,07/29/2024 12:00:00 AM,07/29/2024 12:00:00 AM,1800,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,24,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 S  BROADWAY,,34.0423,-118.2561
240111040,05/05/2024 12:00:00 AM,05/03/2024 12:00:00 AM,1400,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344 1822 2032,79,M,J,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240112857,06/14/2024 12:00:00 AM,06/09/2024 12:00:00 AM,2120,01,Central,0111,1,352,PICKPOCKET,0344,30,F,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,352,,,,400    GIN LING                     WY,,34.0652,-118.2369
240108387,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2148,01,Central,0152,1,352,PICKPOCKET,0344,21,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,800    WILSHIRE                     BL,,34.0493,-118.2582
240117686,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,1541,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240104938,01/14/2024 12:00:00 AM,01/14/2024 12:00:00 AM,0930,01,Central,0135,1,310,BURGLARY,0344 2037,33,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 S  SPRING                       ST,,34.0503,-118.247
240114733,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2215,01,Central,0161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,40,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240114468,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,0630,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240116749,08/13/2024 12:00:00 AM,08/13/2024 12:00:00 AM,2000,01,Central,0138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1307,30,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 E  3RD                          ST,,34.0473,-118.2425
240116800,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,1026,01,Central,0119,2,888,TRESPASSING,0910 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240121773,11/27/2024 12:00:00 AM,11/26/2024 12:00:00 AM,1630,01,Central,0139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,700 E  3RD                          ST,,34.0455,-118.2379
240108498,03/04/2024 12:00:00 AM,03/04/2024 12:00:00 AM,0915,01,Central,0176,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0416 0421,39,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,,,700 S  LOS ANGELES                  ST,,34.0432,-118.2504
240118179,09/08/2024 12:00:00 AM,09/08/2024 12:00:00 AM,1130,01,Central,0143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,29,M,J,738,LIBRARY,,,IC,Invest Cont,740,,,,400 S  SPRING                       ST,,34.0488,-118.25
240104248,01/04/2024 12:00:00 AM,01/04/2024 12:00:00 AM,1145,01,Central,0153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,600 S  BROADWAY,,34.0466,-118.252
240109656,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2100,01,Central,0192,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344 0386,29,F,C,101,STREET,,,IC,Invest Cont,330,,,,1300 S  OLIVE                        ST,,34.0381,-118.263
240118340,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,1810,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240121253,11/17/2024 12:00:00 AM,11/17/2024 12:00:00 AM,0029,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,1300 1309 0605,34,M,W,101,STREET,,,IC,Invest Cont,946,,,,9TH                          ST,OLYMPIC,34.0388,-118.2574
240114936,07/19/2024 12:00:00 AM,07/17/2024 12:00:00 AM,0800,01,Central,0105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1200    BISHOPS                      RD,,34.0702,-118.2344
240121975,12/02/2024 12:00:00 AM,11/30/2024 12:00:00 AM,1000,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0329 1300 0344 1307,25,M,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,1200 S  OLIVE                        ST,,34.0394,-118.2623
240106030,01/29/2024 12:00:00 AM,01/15/2024 12:00:00 AM,2130,01,Central,0165,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,600    WALL                         ST,,34.0433,-118.2488
240114590,07/14/2024 12:00:00 AM,07/13/2024 12:00:00 AM,1640,01,Central,0142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,32,M,V,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,300 S  HILL                         ST,,34.0519,-118.2531
240122905,12/23/2024 12:00:00 AM,12/22/2024 12:00:00 AM,0802,01,Central,0161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,22,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240108628,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,2300,01,Central,0148,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,28,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,LOS ANGELES,WINSTON                      ST,34.0438,-118.2416
240118239,09/09/2024 12:00:00 AM,09/07/2024 12:00:00 AM,1847,01,Central,0182,2,354,THEFT OF IDENTITY,0930 1822,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
240106142,01/30/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1200,01,Central,0155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,M,O,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,,200 E  6TH                          ST,,34.0448,-118.2474
240119287,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,2353,01,Central,0132,2,888,TRESPASSING,1501 0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240116376,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,1700,01,Central,0128,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,53,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 E  1ST                          ST,,34.0504,-118.2409
240121582,11/24/2024 12:00:00 AM,11/24/2024 12:00:00 AM,0800,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800    CENTENNIAL                   ST,,34.0652,-118.2468
240111227,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,0700,01,Central,0185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0329 0385,56,M,B,108,PARKING LOT,,,IC,Invest Cont,331,,,,1100 S  MAIN                         ST,,34.0391,-118.2582
240109684,03/28/2024 12:00:00 AM,03/28/2024 12:00:00 AM,2000,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240117771,08/31/2024 12:00:00 AM,08/30/2024 12:00:00 AM,2300,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200 S  FIGUEROA                     ST,,34.0419,-118.2669
240110139,04/09/2024 12:00:00 AM,04/09/2024 12:00:00 AM,1445,01,Central,0143,2,888,TRESPASSING,1501 0910,0,M,O,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,400 S  HILL                         ST,,34.0502,-118.2504
240117828,08/31/2024 12:00:00 AM,08/30/2024 12:00:00 AM,2225,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344,24,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2434
240117133,08/19/2024 12:00:00 AM,07/31/2024 12:00:00 AM,0001,01,Central,0111,2,354,THEFT OF IDENTITY,0929 0930,80,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
240105621,01/23/2024 12:00:00 AM,01/20/2024 12:00:00 AM,1700,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1221 1822 1202 0344 0352 0354,83,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 S  OLIVE                        ST,,34.0466,-118.2555
240116420,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,0001,01,Central,0185,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,BROADWAY,34.0409,-118.2574
240120289,10/22/2024 12:00:00 AM,10/22/2024 12:00:00 AM,1103,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,29,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240107535,02/20/2024 12:00:00 AM,01/05/2024 12:00:00 AM,0500,01,Central,0128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,23,M,A,503,HOTEL,,,IC,Invest Cont,341,,,,100 S  LOS ANGELES                  ST,,34.0515,-118.2424
240121679,11/25/2024 12:00:00 AM,11/24/2024 12:00:00 AM,2220,01,Central,0152,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,102,SIDEWALK,,,IC,Invest Cont,522,,,,700 W  7TH                          ST,,34.0491,-118.2558
240116341,08/08/2024 12:00:00 AM,08/07/2024 12:00:00 AM,1200,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 N  BROADWAY,,34.0585,-118.2403
240118731,09/19/2024 12:00:00 AM,09/12/2024 12:00:00 AM,0001,01,Central,0163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,200 W  7TH                          ST,,34.0445,-118.2523
240104871,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1955,01,Central,0124,1,210,ROBBERY,1822 2004 1218 0352 0446 0344 0400 0416 0431,61,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1ST                          ST,LOS ANGELES,34.0515,-118.2424
240113008,06/18/2024 12:00:00 AM,06/17/2024 12:00:00 AM,1855,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,27,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240110669,04/24/2024 12:00:00 AM,04/11/2024 12:00:00 AM,1830,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,56,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1000 S  GRAND                        AV,,34.043,-118.2606
240109168,03/17/2024 12:00:00 AM,03/17/2024 12:00:00 AM,0705,01,Central,0128,2,888,TRESPASSING,0910,0,X,X,965,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,888,,,,400 E  1ST                          ST,,34.0492,-118.2391
240121891,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,1325,01,Central,0134,1,330,BURGLARY FROM VEHICLE,0344 1307 0329,28,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,300 S  HILL                         ST,,34.0516,-118.2491
